epoch,loss,fscore,lr
1,0.23100594285714285,0.8654970857142856,6e-06
2,0.13324297142857142,0.9088316571428572,1.2e-05
3,0.13136585714285715,0.9110601428571429,3.1e-05
4,0.13856142857142856,0.9060681428571429,6.3e-05
5,0.12590651428571428,0.9140982285714286,6.2e-05
6,0.12187085714285714,0.9162803428571429,6.2e-05
7,0.11415277142857143,0.9219889142857144,6.2e-05
8,0.11509268571428573,0.9204340285714285,6.2e-05
9,0.11080082857142858,0.9248876571428571,6.2e-05
10,0.10868191428571429,0.9255109142857143,6.2e-05
11,0.1074625142857143,0.9264010857142857,6.1e-05
12,0.10197565714285714,0.9294573714285714,6.1e-05
13,0.10213757142857142,0.9292255428571429,6.1e-05
14,0.10015548571428572,0.9303014285714285,5.9999999999999995e-05
15,0.09835557142857143,0.9316493714285715,5.9999999999999995e-05
16,0.09892188571428571,0.9309273142857143,5.9e-05
17,0.09433131428571429,0.9342270571428571,5.9e-05
18,0.0895056,0.9367873714285714,5.800000000000001e-05
19,0.0911489142857143,0.9362297142857143,5.800000000000001e-05
20,0.09084319999999999,0.9368867714285715,5.7e-05
21,0.08839331428571429,0.9378638857142857,5.6e-05
22,0.0860354,0.9381242285714285,5.5e-05
23,0.0850966,0.9395552857142857,5.5e-05
24,0.08287711428571429,0.9413117428571429,5.4e-05
25,0.08560797142857143,0.9402515428571429,5.3e-05
26,0.08142002857142858,0.9417963714285714,5.2e-05
27,0.08048454285714285,0.9431170285714285,5.1e-05
28,0.07716917142857144,0.9447344857142858,5e-05
29,0.07398800000000001,0.9471709428571429,4.9e-05
30,0.07949068571428572,0.9443493142857143,4.8e-05
31,0.07406782857142856,0.9469002000000001,4.7e-05
32,0.07624505714285715,0.9460378285714286,4.6e-05
33,0.07249368571428572,0.9481766857142857,4.5e-05
34,0.07040082857142857,0.9500679999999999,4.4e-05
35,0.07327762857142857,0.9472019428571429,4.3e-05
36,0.06905091428571429,0.9493908571428571,4.2e-05
37,0.06856474285714285,0.9513946857142858,4.0999999999999994e-05
38,0.07018702857142857,0.9494288571428572,4e-05
39,0.06693965714285714,0.951527,3.9000000000000006e-05
40,0.06444037142857142,0.9529251142857144,3.7e-05
41,0.06318397142857143,0.95316,3.6e-05
42,0.06388522857142857,0.9529747714285715,3.5e-05
43,0.06466785714285714,0.951936,3.4e-05
44,0.06224297142857143,0.9542641142857142,3.3e-05
45,0.059242914285714286,0.9567055999999999,3.2e-05
46,0.05767845714285714,0.9578427142857143,2.9999999999999997e-05
47,0.05760002857142857,0.9586431714285714,2.9000000000000004e-05
48,0.05623034285714285,0.9582625428571429,2.8e-05
49,0.05575582857142857,0.9590252857142857,2.7e-05
50,0.05447677142857143,0.9590698285714285,2.6e-05
51,0.054106457142857146,0.9592915428571428,2.5e-05
52,0.05296857142857143,0.9607283714285715,2.3e-05
53,0.0514266,0.9618180857142857,2.2e-05
54,0.05232934285714286,0.9608071142857143,2.1e-05
55,0.051423885714285716,0.9618748857142857,2e-05
56,0.0489366,0.9633296285714286,1.9e-05
57,0.050163599999999996,0.9630026285714286,1.8e-05
58,0.049251371428571424,0.9635863142857143,1.7e-05
59,0.04665865714285714,0.9658655428571429,1.6e-05
60,0.046459914285714284,0.9653671142857143,1.4999999999999999e-05
61,0.045774171428571424,0.9655906285714285,1.4e-05
62,0.04649108571428571,0.9656588857142857,1.3e-05
63,0.045569257142857145,0.9659642285714286,1.2e-05
64,0.04602097142857143,0.9651853428571429,1.1e-05
65,0.045300657142857144,0.9665246571428572,1e-05
66,0.04431997142857143,0.9666482285714285,9e-06
67,0.043337685714285715,0.9672367142857143,8e-06
68,0.04328251428571429,0.9673804,8e-06
69,0.0438662,0.9671790571428571,7e-06
70,0.04397731428571429,0.9671238000000001,6e-06
71,0.04315922857142857,0.9677264285714285,6e-06
72,0.041169028571428574,0.9687455142857143,5e-06
73,0.04332271428571429,0.9671687714285715,4e-06
74,0.04095708571428571,0.9692073714285715,4e-06
75,0.03948714285714286,0.9705728857142857,3e-06
76,0.041193542857142856,0.9685473714285715,3e-06
77,0.03964125714285715,0.9699967142857142,2e-06
78,0.04005854285714286,0.9700003428571429,2e-06
79,0.04087917142857143,0.9691377714285714,2e-06
80,0.04043245714285714,0.9696079428571429,1e-06
81,0.039256,0.9703071428571428,1e-06
82,0.04005374285714285,0.9692326,1e-06
83,0.04089125714285715,0.968972342857143,1e-06
84,0.03925297142857143,0.9703039428571428,1e-06
85,0.041383914285714286,0.9688503714285713,1e-06
86,0.039851257142857144,0.9708759428571428,1e-06
87,0.03991845714285714,0.9697301428571429,1e-06
88,0.039416457142857145,0.9702417714285714,1e-06
89,0.04047005714285714,0.9688055714285715,1e-06
90,0.04018794285714286,0.9692338857142857,1e-06
91,0.040207485714285715,0.9699711714285715,1e-06
92,0.03942777142857143,0.9701086571428571,1e-06
93,0.0396406,0.9699646857142857,1e-06
94,0.040499714285714285,0.9690527142857143,1e-06
95,0.041101057142857146,0.968933542857143,1e-06
